Feature,Score/Rank,Score/Rank_x,Score/Rank_x,Score/Rank_x,Score/Rank_x,MeanWeight,RankedPosition
aVL_range,6,21.06265863007971,0.0146310914509208,0.0016028774005742,50.02362786481126,17.08294599146882,151
V4_max,2,68.48646802773021,0.0160806058333493,0.0021703436353548,0.1158057842668685,16.26365288505077,152
V3_max,4,64.99587969013648,0.0217035433884995,0.0020673386215705,2.963216455378742,16.23126283000595,153
III_skew,5,62.29248384350858,0.0306666468490701,0.0016090617055006,4.667374621561237,16.05697274673515,154
III_max,4,9.091198332704788,0.0045800087957224,0.0017567360376519,37.19184459172072,11.126912863355031,155
II_max,4,15.856381178698337,0.0159885614618258,0.0013919380163312,26.599352231595542,10.228967978769889,156
II_range,5,40.401875917127384,0.0109828501145938,0.0016044927200438,0.9876908088729732,10.035800957372942,157
V1_range,3,34.51062060014555,0.0074693054802064,0.0031785594147158,0.3582470467515423,8.383415414539298,158
I_range,4,12.050077639579705,0.0106052822705575,0.0021226101579214,5.520566010315145,4.372558009958431,159
V2_skew,6,0.0072237186037174,0.0059970927939743,0.001961394901531,4.4069980299686895,1.3934541732395092,160
aVF_max,2,2.8240287776009696,0.0104860484680719,0.0018078774461106,0.8680681509090868,0.9892684363351151,161
aVL_max,2,2.2736463423171487,0.003420416069408,0.0018804870222275,0.0517144334824212,0.6660380420920484,162
Gender,6,0.0010141375813904,0.0,0.0003196312033059,0.0674657523997682,0.369129299102227,163
